,name,category,sub-category,provider,overall,enrolled,about,subtitles,skills,url,topic
348,T0108cnicas Microsc0106picas de Caracterizaci0106n,Research Methods,Physical Science and Engineering,Universitat de Barcelona,4.6,7317," 14,159 El recorrido por el apasionante mundo de la microscop0102a nos permite ver a una escala muy alejada de mundo macrosc0106pico al que estamos acostumbrados. Las diferentes t0108cnicas microsc0106picas nos ayudan a entender el reino at0106mico y la estructura de los organismos vivos, as0102 como tambi0108n de los diversos materiales. Es una herramienta imprescindible para desarrollar nuevas funcionalidades en el campo de la nanociencia y la nanotecnolog0102a con aplicaciones biom0108dicas, en computaci0106n y telecomunicaciones, y en energ0102as renovables, entre otras muchas.

Al completar el curso los estudiantes tendr0103n una visi0106n detallada de los elementos b0103sicos del que est0103n formados los microscopios que utilizamos en las diferentes t0108cnicas, su funcionamiento y operatividad, la preparaci0106n de muestras as0102 como los objetivos y resultados de estudio.

El curso est0103 pensado para profesores de secundaria que quieran tener una aproximaci0106n a las t0108cnicas de microscop0102a as0102 como para estudiantes tanto de secundaria como de primeros cursos universit0103rios. Pero es apto para cualquier persona interesada en el mundo nanom0108trico y sus aplicaciones.",Spanish Subtitles: Spanish,unknown,https://www.coursera.org/learn/tecnicas-microscopicas-caracterizacion,Nature Science
349,040904080400: 0502040805050405040604030406040604000400 0501040604·040704°040504000505 0400 0407050004000404040804050408040504000408,Research Methods,Health,Novosibirsk State University ,4.9,6026," 4,038 0403040504°040805020408, 040204°0402 050104020500040805010502040005020502 0404050105080502 0501 040404080407050304·04060401? 040404030400, 04040406040904080502 04±050105020502, 050504060502040005020408 040504°0503050704000502050205010505 0501040604±0400050004°05020502 04020406040505010502050005030402050204060500 040004· 0405040005000503050104°, 050704080403040604050408040204° 0400 04±0501040204°? 0408 040504°050804080404 04020503050005010408 04040501 050004°05010501040204°040904080404 040504°0404 0406 050204060404, 040204°040204000408 0000040704°04·040305010003 050304090408 05030404040805040502 05010402040304°04070501040504°05020502 050305070507040505010408 0400 040204°0402 0502050004°04050501040604080405040505010408 0502040805050405040604030406040604000400 040504030400050505040502 040504° 040504°05080503 0409040004·04050502.

040904080400 090000 050305020400 050205000400 04±0503040204050501 040704080500040904°0502 0405 05010502050004°05050408 0405040805010502 040404000500. 0403040804060406040704050505 04±04060403050205080408 80% 0500040605010501040005050405 04±04060505050205010505 04060408040504080502040005070408050104020400 0404040604070400050404000506040005000406040504°0405040505010505 04060500040604°0405040004·040404060405, 04050408 040704060407040604·05000408040504°0505 0406 050204060404, 050705020406 04000505 0501040604±05010502040504080405040505010408 04060500040604°0405040004·04040501 0405 0501040504060507 04050500040804040505 050304090408 04070406040704050408050004060403040005010502 040604080405040805020400050704080501040204060401 040404060407040005040400040204°050604000400. 040904° 0407050004060502050504090408040504000400 040404000403040304000406040504060405 040304080502 040504000500050305010501, 040704080500040505010408 0000040604080405040505010408 040004050409040804050408050005010003, 0503050104070408050804050406 040404080405050504030400 04060408040504060404 050704080403040604050408040204°, 0400 040204°0409040705010401 040004· 040504°0501 040504° 05060408040305010505 8% 04050400050005030501.

040404· 040504°0508040804060406 040205030500050104° 04050501 050304·040504°040805020408, 050705020406 04090408 050204°040204060408 040904080400 0400 04·04°050704080404 0507040804030406040504080402 0501040604·040704°0403 0502040805050405040604030406040604000400 0502050004°04050501040604080405040804·04°, 040204°0402 050004°04±0406050204°04080502 0502050004°04050501040604080405040504°0505 04020406040505010502050005030402050604000505 0400 040204°0402040004040400 0501040704060501040604±04°04040400 04080507 04040406040904050406 040704060501050204°0405040005020502 0405 040204030408050204020503. 04080501 0407040604·040504°04020406040404000404 040504°0501 0501 040504060405040804010508040004040400 05010400050105020408040404°04040400 05000408040704°04020502040005000406040504°040504000505 0406040804050406040404°, 050004°05010501040204°040904080404 0406 050204060404, 040204°0402 0502050004°04050501040604080405040505010408 04090400040504060502040505010408 0407040604040406040604°05040502 0400050105010403040804070406040504°05020408040305050404 0405 04±04060500050204±0408 0501 040504°0501040304080407050105020405040804050405050104040400 04·04°04±040604030408040504°04050400050504040400 0400 0501050204°050004080405040004080404. 04080501 0501040604±050105020405040804050405050104040400 0406040304°04·04°04040400 0503040504000407040005020408 0501040504080502050505090400050505010505 0500050104±04060402 0400 04040501050804080401 0400 0407040604±0501040504°040805020408 0405 040304°04±0406050004°05020406050004000400, 040604070408 040004· 0406040704°0501040504080401050804000505 0405040005000503050104060405 04070408040304°05040502 04±040804·0406040704°0501040505010408 040704030505 0502040604060406, 05070502040604±0501 040604050400 0501040305030409040004030400 040504° 040704060403050204·0503 050704080403040604050408050704080501050204050503.

0400040604±05000406 04070406040904°04030406040504°05020502 040504° 0402050305000501 0000040904080400: 0502040805050405040604030406040604000400 0501040604·040704°040504000505 0400 04070500040004040408040504080405040004080003. 04080501 040504°0503050704000404 040504°0501 04070408040304°05020502 040004· 0404050305050400 050104030406040504°!",Russian Subtitles: Russian,unknown,https://www.coursera.org/learn/gmo,Nature Science
350,04¤040004·0400040204° 040204°0402 04060403040604±04°04030502040505010401 040705000406040804020502,Research Methods,Physical Science and Engineering,National Research Nuclear University MEPhI,4.7,5868," 1,602 0402050204060502 0402050305000501 040704030505 050204080505, 040205020406 040004·0503050704°0403 0504040004·040004020503 0405 05080402040604030408 040004030400 0405 050304050400040504080500050104000502040805020408, 04070503050105020502 040704°04090408 04070406050705020400 040504000507040804060406 040705000400 0503050204060404 04050408 04070406040505050403, 04050406 04090408040304°0403 04±0501 040505010408-050204°04020400 040704060405050505020502; 040704030505 050204080505, 040205020406 0403050404±040604·040504°05020408040304080405, 0402040604040503 040004050502040805000408050104050406, 040204°0402 0503050105020500040604080405 0400 04070406 040204°040204000404 0407050004°04050400040304°0404 0501050305090408050105020405050304080502 040805010408040304080405040504°0505, 0405 0402040605020406050004060401 04040501 04090400040504080404, 0400 04070500040005000406040704°, 0402040605020406050004°0505 040504°0501 0406040205000503040904°04080502; 040704030505 050204080505, 040205020406 0501040604±0400050004°0408050205010505 0405 04±050304070503050904080404 04·04°040505050502050205010505 0403050404±04060401 0502040504060500050704080501040204060401 050004°04±0406050204060401, 05020500040804±05030504050904080401 04020500040604040408 0407050004060507040804060406 05050406050004060508040804060406 04030406040604000507040805010402040604060406 04°040504°0403040004·04°. 

0408 0500040804·050304030502050204°05020408 04070500040605050406040904070408040504000505 040205030500050104° 04050501 050304·040504°040805020408 040404050406040604060408 0406 050204060404, 040204°0402 0503050105020500040604080405 0400 04070406 040204°040204000404 040604±050004080402050204000405040505010404 04·04°04020406040504°0404 0501050305090408050105020405050304080502 040504°0508 040804000500, 0400 040204°0402040004040400 0501040704060501040604±04°04040400 04040501 04040406040904080404 04070500040604050400040204°05020502 0405 050204°040104050501 040804060406 04·04°04020406040504060405 0400 04000501040704060403050204·0406040504°05020502 04000505 040504° 0407050004°04020502040004020408. 04080501 050304·040504°040805020408, 040204°0402 04060502040304000507040005020502 04070408040105010502040504000502040804030502040505010408 04·040504°040504000505 04060502 040404050400040405010505, 040504°0503050704000502040805010502 0406050204030400050704°05020502 04070501040804050407040604·040504°040504000505 04060502 09000805030504040604030406040604060405090009, 0900080503040205010502050004°050104080405050104060405090009 0400 040705000406050704000505 04060502 0407040604070403040004050405040604060406 04·040504°040504000505, 0406050104050406040504°04050405040604060406 040504° 040304060406040004020408 0400 040604±050904000505 04070500040804070501050204°0405040304080405040005050505 0406 040705000400040505060400040704°0505 04060500040604°0405040004·04°050604000400 040504°0508040804060406 04080400050004°, 04·04°04030406040904080405040505010505 04010500040005000406040704060401 0400/040004030400 0403040604·040704°05020408040304080404. 04080501 0501040404060409040805020408 0407050004060407040604030409040005020502 040004·050305070408040504000408 04070500040604080402050204° 000004¤040004·0400040204°0003 040504° 0407040804010501050204050400050204080403050204050406 04060403050304±0406040204060404 050305000406040504050408 0405 04070406050104030408040705030504050904000505 0404040604070503040305050505 040504°0508040804060406 040205030500050104°.

04§05020406 040504°04070406 04·040504°05020502 0400 05030404040805020502, 05070502040604±0501 0407050004000501050205030407040005020502 0402 040004·050305070408040504000504 05030502040604060406 040205030500050104°?
090004	040904°050704°04030502040505010408 04·040504°040504000505 04070406 0504040004·040004020408 0405 050004°0404040204°0505 050804020406040305020405040604060406 040205030500050104°, 04070503050105020502 040704°04090408 0400 04050408 0501040304000508040204060404 050204050408050004070406 050305010405040604080405040505010408
090004	040504040408040504000408 040304060406040005070408050104020400 0404050105010403040005020502, 05010402040304°04070501040504°05020502 0900080407040504° 0400 0407040504°090009, 04070408040304°05020502 040505010405040604070501 040004· 04070500040804070407040605010501040304060402.
090004	04040404040805020502 040704060501050204°050204060507040505010408 04·040504°040504000505 04070406 040404°05020408040404°0502040004020408 0405 050004°0404040204°0505 050804020406040305020405040604060406 040205030500050104°.

040105000400 05030501040704080508040504060404 04070500040605050406040904070408040504000400 040205030500050104° 04050501 04070406040305030507040005020408 0501040805000502040005040400040204°0502, 0402040605020406050005010401 04±0503040704080502 0407040604·040005020400040504050406 040605060408040504080405 0400 05030507050204080405 040705000400 04070406050105020503040704030408040504000400, 040504°040705000400040404080500, 0405 040404°0406040005010502050004°0502050305000503 050204080505040504000507040805010402040604060406 0407050004060504040004030505. 04060500040604040408 05030502040604060406 0501040805000502040005040400040204°0502 0407040604070502040504080500040704000502 040504°04030400050704000408 0503 040804°0501 04050408 050204060403050204020406 0504040004·040004020406-040404°05020408040404°05020400050704080501040204060401 0407040604070406040605020406040504020400, 04050406 0400 040504°04030400050704000408 050004°04·04050400050205010505 0501040704060501040604±040504060501050204080401 0402 04030406040604000507040805010402040604040503 04°040504°0403040004·0503, 050705020406 040505010501040604020406 0506040804050400050205010505 050304040405050104040400 050004°04±040605020406040704°050204080403050504040400, 0405040804·04°040504000501040004040406 04060502 0407050004060504040004030505 050004°04±040605020501.",Russian Subtitles: Russian,unknown,https://www.coursera.org/learn/physics-global-project,Nature Science
351,0404050105020406050004000505 040004·040604±0500040805020408040504000401 0400 04060502040205000501050204000401 090000 040805020406050004°0505 0400050105020406050004000505 0507040804030406040504080507040805010502040504°,Research Methods,Physical Science and Engineering,National Research Nuclear University MEPhI,4.8,5194," 3,071 040904°0508 0402050305000501 090000 050305020406 050004°05010501040204°04· 0406 04050501040704°050405090400050505010505 040004·040604±05000408050204080405040005050505 0400 040605020402050005010502040005050505 090009 050104000504040604050408, 05020408040704030406040504060404 040704050400040604°0502040804030408, 040404°05020408040404°05020400050704080501040204060404 04°040504°0403040004·0408, 0402040504°040505020406040504060401 04040408050504°0405040004020408. 040404·040604±0500040805020408040504000505 0400 04060502040205000501050204000505 050305020400 04±0503040705030502 04060507040804050502 050004°04·0405050104040400. 04090406 040505010408 04000505 040604±05000408040704000405050504080502 05020406, 050705020406 040604050400 0406040204°04·04°04030400 04060406050004060404040504060408 0405040304000505040504000408 040504° 050004°04·04050400050204000408 0507040804030406040504080507040805010502040504°. 
0403 04060407040504060401 0501050204060500040604050501, 0400050105020406050004000505 0507040804030406040504080507040805010502040504° 090000 050305020406 0400050105020406050004000505 0405040604010405, 050004080405040604030504050604000401 0400 04070408050004080405040605000406050204060405. 04090406 0501 040705000503040604060401 0501050204060500040604050501, 090000 050305020406 050104060405050104080404 040705000503040604°0505 0400050105020406050004000505, 0400050105020406050004000505 050004°04·04050400050204000505 040504°050304020400, 040004050409040804050408050004000400 0400 04050406040604±05090408 040004050502040804030403040804020502050304°04030502040504060408 050004°04·04050400050204000408 0507040804030406040504080507040805010502040504° (0402040605020406050004060408 0405040204030504050704°04080502 0405 0501040804±0505, 04020501050204°05020400, 0400 0402050304030502050205030500040504060408 050004°04·04050400050204000408 090009 0500040804030400040604000505, 0403040005020408050004°05020503050004°, 04090400040504060407040005010502, 0404050304·0501040204°, 0502040804°05020500). 0404 04070500040804070501050204°0405040305050408050205010505, 050705020406 0503050204° 090000 0000040805020406050004°0505 04000501050204060500040005050003 090000 0406040204°04·04°040304° 0400 04±040604030502050804080408, 0400 04±0406040304080408 0407040604·0400050204000405040504060408 0405040304000505040504000408 040504° 050704080403040604050408050704080501050204050406. 040804060502 0503050204060401 040505020406050004060401 0400050105020406050004000400 0507040804030406040504080507040805010502040504° 0400 04070406050104050505050904080405 040504°0508 0402050305000501.",Russian Subtitles: Russian,unknown,https://www.coursera.org/learn/istoriya-izobretenii-i-otkritii,Nature Science
352,Transferencia tecnol0106gica: De la investigaci0106n al mercado.,Research Methods,Business,Pontificia Universidad Cat0106lica de Chile,4.7,4973," 5,847 Este MOOC fue desarrollado para fortalecer las capacidades de gesti0106n de la transferencia tecnol0106gica de acad0108micos e investigadores de las diferentes disciplinas, gestores tecnol0106gicos y estudiantes de postgrado. Pretende ser un apoyo para todos aquellos que quieran que sus resultados de investigaci0106n se conviertan en productos o servicios que impacten en la calidad de vida de las personas mediante su transferencia a empresas o instituciones, o a trav0108s de la generaci0106n de emprendimientos de base tecnol0106gica.
Asimismo, el curso permite profundizar en los mecanismos de protecci0106n intelectual, en las diferentes variables que definir0103n una estrategia de transferencia, generando material de orientaci0106n para quienes apoyen la transferencia tecnol0106gica y la conformaci0106n de emprendimientos de base tecnol0106gica en etapas tempranas.
Fue desarrollado por la Direcci0106n de Transferencia y Desarrollo perteneciente a la Vicerrector0102a de Investigaci0106n de la Pontificia de la Universidad Cat0106lica de Chile, cuyo objetivo es apoyar la transferencia de resultados de investigaci0106n generados en la UC de manera que se conviertan en productos o servicios que impacten en la calidad de vida de las personas. Adem0103s, fue apoyado por la Corporaci0106n de Fomento de la Producci0106n de Chile (CORFO).

http://transferenciaydesarrollo.uc.cl/",Spanish Subtitles: Spanish, Property Evaluation Evaluation Minimum Viable Product (MVP) Intellectual Property,https://www.coursera.org/learn/transferencia-tecnologica-investigacion,Nature Science
353,040405010402050305010501050204050406 0501040005010502040804040405040604060406 040004050409040004050400050004000405040604° 0400 040404080405040804070409040404080405050204° 2.0,Research Methods,Physical Science and Engineering,Moscow Institute of Physics and Technology,4.6,3752," 2,402 040504070400040504000502040804030502040505010404 040605020402050005010502040004080404 0407040605010403040804070405040804060406 0405050004080404040804050400 0505040504000403040605010502 0407040604050400040404°040504000408 0502040604060406, 0409040004·040504080405040505010408 05060400040204030501  050004°04·040505010505 05020408050504050400050704080501040204000505 040604±050004080402050204060405 0400 050104000501050204080404 040704080505050204080403050204050406050105020400 04070500040804070407050004000505050204000505 05010502050004060505050205010505 0505040605020505 0400 04070406 050304050400040204°04030502040505010404, 04050406 04070406 040704060407040604±040505010404 04030408040204°040304°0404. 040205020406 0407040604·040504060403040004030406 040604±05000408040704000405040005020502 0400 040604°0500040404060405040004·040005000406040504°05020502 050004°04·04050406040604±050004°04·040505010408 040504°050304020400 090009 050204080406050004000504 050104000501050204080404 0400 040604070408050004°050604000401, 050104000501050204080404040505010401 0400040504090400040504000500040004050406, 04070500040605060408050105010501 040705000406040804020502040005000406040504°040504000505 0400 040705000406040004·04050406040705010502040504°, 0402040004±04080500040504080502040004020503 0400 050204080406050004000504 05030407050004°040504030408040504000505, 040504°05030507040505010401 0404040804050408040704090404040804050502, 04000405050404060500040404°0506040004060405040505010408 0502040805050405040604030406040604000400 04070500040804070407050004000505050204000401 0405 040804070400040505030504 0407050004060406050004°040404040503 090009 0403040005010502040804040501 040004050409040004050400050004000405040604°, 040404080405040804070409040404080405050204° 0400 05030407050004°040504030408040504000505 2.0 (0403050304050407040004050406 0401050004060406050004°040404040501 2.0: http://artofsystems.ru/).

040404·050305070408040504000408 0401050004060406050004°040404040501 2.0 050404060500040404000500050304080502 0407040604050400040404°040504000408 050104020405040604·040505010505 04·04°0402040604050406040404080500040504060501050204080401 0407040605010502050004060408040504000505 050204080505040504060403040604060400050704080501040204000505  0400 040705000406040004·04050406040705010502040504080405040505010505 040204060404040704060405040804050502 05010406040505000408040404080405040504060401 0400 0407040805000501040704080402050204000405040504060401 0503040204060405040604040400050704080501040204060401 05060400040504000403040004·04°050604000400, 0503040705000406050904°04080502 040004·050305070408040504000408 04±0406040305020508040604060406 0407040604030505 0404040805020406040704060405 0400 050004°0501050804000500050504080502 0402050005030406040604·04060500, 0407040604·040504060403050504080502 04050501040705030501040204050400040204°0404 0501050205000406040005020502 0503050104020406050004080405040505010408, 050004°04·04050406040604±050004°04·040505010408 0400 04020406040504020503050004080405050204060501040704060501040604±040505010408 0407040804030406040505010408 040204°05000502040805000501 040504° 040605010405040604050408 05010400040504080500040604000400 050004°04·04050406040604±050004°04·040505010505 04020406040404070408050204080405050604000401. 04080406040904050406 04060406040504060500040005020502 0406 050204060404, 050705020406 0503050204060502 0402050305000501 040704030505 04°040404±040005060400040604·040505010505 0400 0403050404±040604·040504°0502040804030502040505010505 040004050409040804050408050004060405-0404040804050408040704090408050004060405 040504°05010502040605050509040804060406, 04°05000505040005020408040205020406050004060405 04±0503040705030509040804060406.",Russian Subtitles: Russian,unknown,https://www.coursera.org/learn/systems-engineering-1,Nature Science
354,Risk in Modern Society,Research Methods,Social Sciences,unknown,4.7,3328," 4,234 Risk has become one of the defining features of modern society. Almost daily, we are preoccupied with assessing, discussing, or preventing a wide variety of risks. It is a cornerstone notion for businesses and organizations, but also for nation states and their many levels of government. And even for individuals, risk and the avoidance or embracing thereof, is a key theme.

The course Risk in Modern Society sheds light on the broad concept of risk. In five distinctive weeks, this course closely examines various types of safety and security risks, and how these are perceived and dealt with in a wide array of professional and academic fields, ranging from criminology, counter-terrorism and cyber security, to philosophy, safety and medical science. Developed in collaboration with scholars from three universities (Leiden, Delft and Erasmus), this course will search for answers to questions such as: 090008what is risk?090009, 090008how do we study and deal with risk?090009, 090008does 090004perceived risk090005 correspond to 'real' risk?090009, and 090008how should we deal with societal perceptions of risk, safety and security?","English, French",unknown,https://www.coursera.org/learn/risk-in-modern-society,Nature Science
355,04080405040804070408040504000408 0405 050104000501050204080404040504060408 040705000406040804020502040005000406040504°040504000408,Research Methods,Physical Science and Engineering,Moscow Institute of Physics and Technology,4.3,3287," 1,998 040204°04·04050400050204000408 05010406040505000408040404080405040505010505 0400040504070503050105020500040004°04030502040505010505 0502040805050405040604030406040604000401 0503040705000406050904°04080502 040704030505 050704080403040604050408040204° 0400050104070406040304050408040504000408 040705000406040004·04050406040705010502040504080405040505010505 040705000406050604080501050104060405. 0408050504060407040505010408 04±04°05000502040805000501 0405 04050406040504080401050804080408  040705000406040004·0405040604070501050204050406 0407040604050400040904°0504050205010505 0400 0501050204°0405040604050505050205010505 0407040605010502050304070405050104040400 040704030505 040505010507 04±0406040304080408 05080400050004060402040604060406 040205000503040604° 0400040605000406040204060405. 040904°040604±0406050004060502, 0407050004000407050304040501040504°040504000408, 040705000406040804020502040005000406040504°040504000408 0400 04±050105010502050004060408 04070500040605020406050204000407040005000406040504°040504000408 04050406040505010505 04050408050904080401 0400 05020408050504050400050704080501040204000505 050104000501050204080404, 040705000503040604000505 05000503040204060502040504060500040505010505 040604±050004080402050204060405, 04060500040604°0405040004·04°050604000505 0400 05030407050004°040504030408040504000408 040704060407040604±0405050104040400 040705000406050604080501050104°04040400 0400 04070500040604080402050204°04040400 05020500040804±050304080502 040505010408 04±0406040304080408 050004°04·04050400050205010505 04020406040404070408050204080405050604000401. 0404 040004040408040504050406 05010504040704° 0501040804060406040704050505 050104040408050904°0504050205010505 050604080405050205000501 040704060403050305070408040504000505 04070500040004±050104030400 0400 040004050402050304±04°0502040605000501 0407040804030406040505010505 040204°0500050204080500 0404040005000406040504060401 050304020406040504060404040004020400. 040304°04040400 04070500040605060408050105010501 0407050004000407050304040501040504°040504000505 0400040504050406040504°0506040004060405040505010505 0400040704080401 0400 0501040604·040704°040504000505 04050406040505010505 040705000406040705030402050204060405 0502040604090408 04070500040805020408050004070408040504°05040502 050004°04·04050400050204000408 0400 0501050204°0405040604050505050205010505 040604±050004080402050204060404 0407050004000404040804050408040504000505 050104000501050204080404040505010505 04040408050204°0402040604050501050205000503040205020406050004060405. 040005010405040604050501 050104060405050004080404040804050405040604060406 0501040005010502040804040405040604060406 040705000406040804020502040005000406040504°040504000505 04070500040804070501050204°04050403040804050501 0405 0503050204060404 04020503050005010408. 0406050305000501 0500040804°0403040004·050304080502 0504050304050402050604000504 040504°04050400040604°05020406050004° 040704030505 050204080505, 040205020406 040605000400040804050502040005000406040504°0405 040504° 0407040804030406040505030504 040204°05000502040805000503 0405 05030404040505010505 0405050105010406040204060502040805050405040604030406040604000507040505010505 050105040408050004°0505 050304020406040504060404040004020400, 0405040204030504050704080405 0405 0407050004060406050004°040404040503 0403040005010502040804040501 040004050409040004050400050004000405040604°, 040404080405040804070409040404080405050204° 0400 05030407050004°040504030408040504000505 2.0               (0403050304050407040004050406 0401050004060406050004°040404040501 2.0: http://artofsystems.ru/).",Russian Subtitles: Russian,unknown,https://www.coursera.org/learn/systems-engineering-2,Nature Science
356,Introduction to Engineering Mechanics,Mechanical Engineering,Physical Science and Engineering,Georgia Institute of Technology,4.7,115344," 61,339 This course is an introduction to learning and applying the principles required to solve engineering mechanics problems.   Concepts will be applied in this course from previous courses you have taken in basic math and physics.  The course addresses the modeling and analysis of static equilibrium problems with an emphasis on real world engineering applications and problem solving.

The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation or Dr. Wayne Whiteman.  By participating in the course or using the content or materials, whether in whole or in part, you agree that you may download and use any content and/or material in this course for your own personal, non-commercial use only in a manner consistent with a student of any academic course.  Any other use of the content and materials, including use by other academic universities or entities, is prohibited without express written permission of the Georgia Tech Research Corporation.  Interested parties may contact Dr. Wayne Whiteman directly for information regarding the procedure to obtain a non-exclusive license.",English,unknown,https://www.coursera.org/learn/engineering-mechanics-statics,Engineering
357,C0106mo autoconstruir tu vivienda,Mechanical Engineering,Physical Science and Engineering,Universidad Nacional Aut0106noma de M0108xico,4.7,82182," 64,771 Aprender0103s  las bases y los procedimientos precisos paso a paso para que puedas llevar a cabo la autoconstrucci0106n de una vivienda b0103sica, segura y econ0106mica para ti y tu familia; tambi0108n te ser0103 de gran utilidad si est0103s buscando aprender a reparar,  mejorar la estructura de tu vivienda e incluso si buscas autoemplearte.
0003Atr0108vete a mejorar tus habilidades en un tema que es siempre 0102til y necesario!",Spanish Subtitles: Spanish,unknown,https://www.coursera.org/learn/como-autoconstruir-tu-vivienda,Engineering
358,Robotics: Aerial Robotics,Mechanical Engineering,Physical Science and Engineering,University of Pennsylvania,4.5,79646," 73,776 How can we create agile micro aerial vehicles that are able to operate autonomously in cluttered indoor and outdoor environments?  You will gain an introduction to the mechanics of flight and the design of quadrotor flying robots and will be able to develop dynamic models, derive controllers, and synthesize planners for operating in three dimensional environments.  You will be exposed to the challenges of using noisy sensors for localization and maneuvering in complex, three-dimensional environments.  Finally, you will gain insights through seeing real world examples of the possible applications and challenges for the rapidly-growing drone industry.

Mathematical prerequisites: Students taking this course are expected to have some familiarity with linear algebra, single variable calculus, and differential equations.

Programming prerequisites: Some experience programming with MATLAB or Octave is recommended (we will use MATLAB in this course.) MATLAB will require the use of a 64-bit computer.",English, Motion Planning Robotics Quadcoper Matlab,https://www.coursera.org/learn/robotics-flight,Engineering
359,Calculus: Single Variable Part 1 - Functions,Mechanical Engineering,Math and Logic,University of Pennsylvania,4.8,65044," 55,109 Calculus is one of the grandest achievements of human thought, explaining everything from planetary orbits to the optimal size of a city to the periodicity of a heartbeat. This brisk course covers the core ideas of single-variable Calculus with emphases on conceptual understanding and applications. The course is ideal for students beginning in the engineering, physical, and social sciences. Distinguishing features of the course include: 1) the introduction and use of Taylor series and approximations from the beginning; 2) a novel synthesis of discrete and continuous forms of Calculus; 3) an emphasis on the conceptual over the computational; and 4) a clear, dynamic, unified approach.

In this first part--part one of five--you will extend your understanding of Taylor series, review limits, learn the *why* behind l'Hopital's rule, and, most importantly, learn a new language for describing growth and decay of functions: the BIG O.","English, Spanish, Chinese (Simplified)", Series Expansions Calculus Series Expansion,https://www.coursera.org/learn/single-variable-calculus,Engineering
360,Wind Energy,Mechanical Engineering,Physical Science and Engineering,Technical University of Denmark (DTU),4.7,44684," 61,867 How tall is a modern wind turbine and how can it possibly generate power from the wind? This course gives an overview of key aspects in wind energy engineering. Whether you are looking for general insight in this green technology or your ambition is to pursue a career in wind energy engineering, 'Wind Energy' is an excellent starting point. 

Experts located in the wind pioneering country of Denmark will take you on a tour through the most fundamental disciplines of wind energy research such as wind measurements and resource assessment, aerodynamics, wind turbine technology, structural mechanics, materials, financial and electrical systems. 

You will gain a rational understanding of wind energy engineering and, through hands-on exercises, you will learn to perform wind energy calculations based on simple models. Working with the different course disciplines will give you a taste of what wind energy engineering is all about. This allows you to identify the most interesting or relevant aspects of wind energy engineering to be pursued in your future studies or in your professional career.

View our video: https://youtu.be/he4UWTGHxrY","English, Arabic", Wind Energy Materials Wind Power Wind Energy Engineering,https://www.coursera.org/learn/wind-energy,Engineering
361,Introduction to Power Electronics,Mechanical Engineering,Physical Science and Engineering,University of Colorado Boulder,4.8,44155," 46,201 This course introduces the basic concepts of switched-mode converter circuits for controlling and converting electrical power with high efficiency. Principles of converter circuit analysis are introduced, and are developed for finding the steady state voltages, current, and efficiency of power converters. Assignments include simulation of a dc-dc converter, analysis of an inverting dc-dc converter, and modeling and efficiency analysis of an electric vehicle system and of a USB power regulator.

After completing this course, you will:
090305 Understand what a switched-mode converter is and its basic operating principles
090305 Be able to solve for the steady-state voltages and currents of step-down, step-up, inverting, and other power converters
090305 Know how to derive an averaged equivalent circuit model and solve for the converter efficiency

A basic understanding of electrical circuit analysis is an assumed prerequisite for this course.",English,unknown,https://www.coursera.org/learn/power-electronics,Engineering
362,Machine Design Part I,Mechanical Engineering,Physical Science and Engineering,Georgia Institute of Technology,4.8,42408," 29,381 090008Machine Design Part I090009 is the first course in an in-depth three course series of 090008Machine Design.090009 The 090008Machine Design090009 Coursera series covers fundamental mechanical design topics, such as static and fatigue failure theories, the analysis of shafts, fasteners, and gears, and the design of mechanical systems such as gearboxes. Throughout this series of courses we will examine a number of exciting design case studies, including the material selection of a total hip implant, the design and testing of the wing on the 777 aircraft, and the impact of dynamic loads on the design of an bolted pressure vessel. 

In this first course, you will learn robust analysis techniques to predict and validate design performance and life. We will start by reviewing critical material properties in design, such as stress, strength, and the coefficient of thermal expansion. We then transition into static failure theories such as von Mises theory, which can be utilized to prevent failure in static loading applications such as the beams in bridges.  Finally, we will learn fatigue failure criteria for designs with dynamic loads, such as the input shaft in the transmission of a car.",English, Materials Problem Solving Mechanical Design Failure,https://www.coursera.org/learn/machine-design1,Engineering
